"uuid","status","human_answer","human_difficulty","score","user_id"
"b7facfbc-6ad6-4156-9724-38252ef7e128","commented","[""C""]","easy","1","277"
"cfcbfa6c-7104-4fda-aab5-768e5c02d919","commented","[""I""]","easy","1","236"
"63327e71-5d5c-44ee-baea-87abbecfad51","commented","[""I""]","hard","0","271"
"77535381-1f37-4402-82f7-796fa523fd8d","commented","[""O""]","medium","0","263"
"f5efab46-9aa7-48f1-8dd3-e89d4021c38b","commented","[""B""]","easy","1","206"
"26acd208-56e4-4ef9-9a22-3121f5c0e05b","commented","[""A""]","medium","1","298"
"42b38b9a-3dcd-4575-b9de-6c0fdb03e417","commented","[""F""]","medium","0","141"
"a4386dc8-b2fe-4297-9e20-e103b2ff1dc3","commented","[""A""]","easy","1","304"
"4c1bb68a-a3aa-4701-a227-3292f5209ff1","commented","[""F""]","hard","0","242"
"b144485d-4a8d-4854-9f9d-aa85454a9be0","commented","[""B""]","medium","0","230"
"43a443b8-7638-40ca-b690-146a0948444a","commented","[""F""]","hard","0","228"
"5de72f1e-bc25-447c-a082-2c39cbaef6e5","commented","[""E""]","easy","0","141"
"7c802d99-344f-4304-9904-6d91b4e32fcb","commented","[""E""]","medium","1","174"
"2aad96cc-d3a5-4ca8-b249-a162d1b3c0d0","commented","[""M""]","hard","0","302"
"d7418b29-13aa-4701-9259-135ae5944e15","commented","[""A""]","medium","0","216"
"ecc5db0c-3bb5-4523-bd9f-7c9117bf52ef","commented","[""D""]","easy","1","292"
"1266c807-3d95-477e-9a2b-73c8bd812f69","commented","[""B""]","easy","1","168"
"c86273a3-8db6-4d97-bc97-59deda1fbceb","commented","[""D""]","medium","1","199"
"349be379-1b18-44c9-b267-1b6fc304107a","commented","[""N""]","easy","0","141"
"aca969d9-35b9-463b-a0ac-158a28a6876f","commented","[""B""]","easy","1","306"
"ee3f9c04-bc04-4855-a4be-7e551b51e9cf","commented","[""H""]","easy","1","227"
"6116f600-ce80-41ce-832c-e7f1e4ee2b72","commented","[""F""]","medium","0","309"
"9e7db8c7-8dec-43e3-8d5b-3b77a05a74f7","commented","[""C""]","easy","1","245"
"817b2c60-3c8b-4b2d-99ae-df251d961a5e","commented","[""B""]","hard","0","305"
"aeccaded-a9b2-4bff-a4c4-b9c498b8e07c","commented","[""L""]","hard","0","266"
"64b6573b-ab36-4469-86bc-44e0755e281a","commented","[""A""]","easy","1","243"
"6466007d-ecd4-4c4e-895e-3d748922bec8","commented","[""C""]","easy","0","269"
"52f6be9e-3c7b-4ac1-803d-654a8167b6e7","commented","[""A""]","hard","0","212"
"ce2a0f89-331d-40a5-96c5-f5a5423c801d","commented","[""D""]","easy","1","287"
"8fea2bbf-13b5-4a0e-b56e-15ba631450e5","commented","[""L""]","easy","0","148"
"66d941e1-0f03-4462-bcd9-bcb78162c54b","commented","[""D""]","medium","0","156"
"f216ce16-0ae3-4eb1-be82-4fb4ed6a94da","commented","[""E""]","easy","0","290"
"c38bbc12-b5ef-4ec6-beac-989f406eaa71","commented","[""E""]","hard","0","161"
"a4f0931c-189a-4a56-bc32-68ad4e8cfca9","commented","[""P""]","hard","0","235"
"216bc1df-defb-4e5b-8b95-794a119dbc6f","commented","[""I""]","medium","0","282"
"885038bd-32f7-4908-b7e1-c0b1f6c45bed","answered","[""A""]","","0","308"
"53c5bf49-b6a0-496b-b886-4b0da0ff22fc","commented","[""D""]","hard","0","177"
"604a1e43-0a2c-43ca-8072-dc9370059e3c","commented","[""B""]","hard","0","187"
"c221f02d-f2dc-4662-8b6c-d8362644f767","commented","[""R""]","hard","0","211"
"46cfd641-6ccd-4ee3-936e-2da4b9aa1a4c","commented","[""F""]","medium","0","192"
"c17cf711-a319-4d52-8c9f-8a976f15cf01","commented","[""D""]","hard","0","209"
"fc0c2c01-aebe-4f0e-bcab-f916a9a86a68","commented","[""F""]","medium","1","196"
"44bc220c-f303-436b-80e7-d23d6358b711","commented","[""C""]","medium","1","289"
"ed2cc22c-ea7e-44d1-87d2-220deb0f7568","commented","[""H""]","medium","0","294"
"542f4a09-9aa9-4248-9226-a801771db489","commented","[""A""]","easy","1","207"
"6df2ed38-6e55-4fdd-9ba6-ad911de566d9","commented","[""H""]","medium","1","314"
"344f667d-0765-478f-b81f-7d8c79888491","commented","[""A""]","easy","1","235"
"953b0a83-7807-4e93-a5ee-77bc9b1b5d61","commented","[""C""]","hard","0","161"
"d29343ea-f3ec-496d-81cb-9bfd51eae269","commented","[""I""]","hard","0","235"
"8d9d9351-8f55-4092-a9f1-c5e8f38d95a2","commented","[""B""]","hard","1","285"
"2365d179-ce23-46ac-bcc7-8a11519ad62c","commented","[""F""]","medium","0","242"
"f52cec6b-7afa-4f51-9f76-0e465d7c7853","commented","[""J""]","hard","0","218"
"d664eda3-3c13-43c0-be93-156f3046a7c4","commented","[""A""]","hard","0","176"
"ad16171a-e01a-4002-a1e8-eef1a8d204b2","commented","[""E""]","easy","1","161"
"f13c8787-7664-4ccd-a362-5a7c7aa525b7","commented","[""O""]","medium","0","235"
"ec249665-7b59-4729-a977-4f4640ca1be0","commented","[""A""]","medium","1","161"
"e5b46bbc-20bd-49ef-bf13-9c20f87a3e4a","commented","[""D""]","hard","0","161"
"3fbe281d-4cdd-494b-a173-6ccc06455b30","commented","[""D""]","medium","1","194"
"7ddaef6f-de5b-4578-a6e4-462675e30e08","commented","[""D""]","medium","0","215"
"d1faa6d8-dc0c-48a4-84fc-24d18854b568","commented","[""C""]","hard","0","176"
"8e90cdd3-dc0e-4395-8115-4dacaedbb431","commented","[""H""]","hard","1","176"
"f2dfb9c0-69cf-4120-a366-67f33a9c77df","commented","[""B""]","easy","0","176"
"46c79615-3f86-42d9-a88b-77d0222a7316","commented","[""B""]","medium","0","256"
"27958002-3731-4966-bf4b-ba3630cccc9a","answered","[""J""]","","0","175"
"27fd7a8f-19bd-4b38-ba90-a0a6e5513559","commented","[""E""]","hard","1","278"
"98cbbdd6-54e4-4a8c-8917-4f597bad44f0","commented","[""D""]","hard","0","278"
"64ab864f-beec-4d68-98c5-6baf78e89de8","commented","[""O""]","easy","0","278"
"72c0101f-9f3a-4e45-9e4c-78d38f30fbf5","commented","[""E""]","hard","0","278"
"fdd934c0-a4d0-4dfd-b636-207fb3c5314f","commented","[""G""]","easy","0","312"
"9e42e4c4-8840-4c7a-bb22-3cee0536d2ba","commented","[""D""]","easy","0","212"
"59986e69-40f5-4e99-9ccd-170e69d22ad4","commented","[""C""]","hard","1","287"
"07377a1e-b966-48a9-bc58-ebc05d3111c2","commented","[""M""]","easy","1","219"
"5ab3d4a4-daa6-4b45-aec5-a8176efd59fe","commented","[""J""]","medium","0","279"
"393331f2-70b5-4b9b-87de-a41e05f0b9ac","commented","[""E""]","hard","0","163"
"68e3b65e-6920-460c-b381-abd7a80a7d06","commented","[""E""]","medium","0","250"
"63aa80ea-2efb-45b6-9a97-fd6169d76e2d","commented","[""F""]","hard","0","155"
"59a7aead-3f9c-4764-89c1-94bc062713a5","commented","[""A""]","easy","1","187"
"fac3b524-af18-4946-8d9b-3a7ce13f9018","commented","[""E""]","hard","0","306"
"cd253406-ce46-4edb-95f4-9165fcae0393","commented","[""E""]","hard","0","287"
"2e417a32-346c-44e4-9f6b-5e259272d357","answered","[""A""]","","1","308"
"05a5fe6c-fa7a-46be-85c8-5a3dbdd2a1c6","commented","[""C""]","medium","0","172"
"764c7a94-cbad-4439-8a5f-867e13a48b66","commented","[""A""]","easy","1","212"
"21d49b47-3398-414a-a726-cd84c21a9377","commented","[""F""]","medium","1","307"
"28fa4ee5-8ff2-4601-bb27-0ef95d2fa983","answered","[""C""]","","1","150"
"c303881d-0177-4235-916f-b6a1b1835f95","commented","[""B""]","easy","1","229"
"51912ed8-a279-4425-a4e8-168f6d3e9592","commented","[""A""]","hard","0","167"
"84b854f4-cc8b-4e76-9a4c-b3df15acf13f","commented","[""F""]","medium","0","282"
"2779800d-f80c-45da-beee-c2fc5a08a1d2","answered","[""A""]","","0","150"
"5e1d4a78-e5e2-422f-838b-8d829930a361","commented","[""F""]","medium","0","242"
"72356220-8282-414b-9257-17d224e0298e","commented","[""D""]","hard","0","169"
"e0729340-2975-452f-a69c-4e08e1d643cc","commented","[""A""]","medium","0","188"
"bb63038e-f35f-47b4-bb15-262d93c716cd","commented","[""A""]","medium","1","144"
"4bb4b26e-483d-4d4a-92ff-854af6509037","commented","[""B""]","medium","0","168"
"ec647bff-f135-480a-936a-1109ea2262c4","commented","[""F""]","medium","1","159"
"94795556-4218-4178-811a-37ffcbb41a17","commented","[""E""]","hard","0","142"
"032688bc-f3f3-43b6-b1e4-f99da804a66d","commented","[""B""]","medium","0","184"
"1f4ac4d3-3829-4d25-beba-1d6b218e356e","commented","[""J""]","medium","0","287"
"a566a9e2-a9c9-4201-9f45-b896ca6fbc66","commented","[""F""]","medium","0","243"
"dfc54a7c-be8b-4738-ba69-1e43bb273778","commented","[""E""]","medium","0","287"
"5116f31c-fdc4-4663-b1d3-bc04125ebe46","commented","[""C""]","medium","1","284"
"3f736e36-32e0-4108-952c-dd108916d651","commented","[""D""]","easy","0","276"
"346b076b-133f-4b52-bc6c-d627a97adf28","commented","[""J""]","hard","0","211"
"9d0387b6-167c-47e1-9fdf-2632d37534a0","commented","[""A""]","easy","1","286"
"bfac3fd2-4335-4723-8514-fe5826fc25d0","commented","[""E""]","medium","0","237"
"8fb976b4-80eb-4ce0-aa5c-7a5538f4c989","commented","[""C""]","easy","1","316"
"475c0669-cb41-4032-bc74-d5b98ca53077","answered","[""E""]","","1","308"
"f8f183b0-bd4b-408c-b4e2-03882fdd7cbe","commented","[""G""]","medium","0","246"
"5cce85d7-acd0-4a4d-bd0f-3f158b0cf6d1","commented","[""E""]","medium","1","187"
"da0b1456-10e3-4ad0-a31c-40f80bcc678c","commented","[""G""]","easy","1","271"
"e1fa215f-24b4-47c2-8133-929c93a003b1","commented","[""D""]","medium","1","277"
"379746b0-6fde-451b-9da8-b9db1e76bcb0","commented","[""B""]","medium","1","201"
"f5863319-964f-4919-bdc3-173d2a219ec8","commented","[""I""]","medium","0","239"
"c75d8852-ff25-4d5d-bbe9-59f8df095e9e","commented","[""F""]","medium","0","200"
"af6a5523-b90c-4bb5-b2c5-cd860296fb0f","commented","[""C""]","hard","0","215"
"045c56b3-5877-4d2d-a346-15e9ea4f7d11","commented","[""A""]","easy","1","222"
"de061f5a-2954-4fff-b07c-0fb35bb6c838","commented","[""N""]","medium","1","185"
"49b65633-c413-4995-8b71-b44f71550209","commented","[""A""]","hard","0","289"
"cfcf63bd-ea7c-48dd-a644-1e8b410e3aa3","commented","[""B""]","easy","1","142"
"63048da2-bace-4b78-ad5d-84be5f461fa5","commented","[""E""]","medium","1","163"
"f4f905a0-6f9f-4a51-ae91-3a1f0d787a42","commented","[""C""]","hard","0","206"
"3eba5ced-0b66-4842-a954-c8c573a3a204","commented","[""C""]","medium","0","269"
"6e93eb5d-67ba-4594-ac5c-d555cdca8560","commented","[""D""]","hard","0","285"
"8eccba60-ed36-4d9b-83de-e636168b9964","answered","[""C""]","","0","313"
"58652fe9-44f9-47e7-ac6e-ad192b7ee6dc","commented","[""A""]","hard","0","240"
"b4b7142f-d520-44de-9ef6-980146c07260","commented","[""B""]","medium","1","151"
"9f5f9c12-a1e9-4d2b-aaf0-a68d4d9e0448","commented","[""C""]","easy","1","261"
"2e69e658-93fc-483a-aea1-36508af2cc3a","commented","[""F""]","easy","1","219"
"2327dcfe-f7d0-426c-bf65-503fc7bd84c6","commented","[""B""]","hard","0","162"
"80321545-0bc3-45c7-8938-49f2d0cdab57","commented","[""E""]","easy","1","233"
"d648a342-4a7e-4d9f-b082-e0ef5d51ec0e","commented","[""H""]","medium","1","181"
"1d8fc614-f4c9-4ce5-b8f2-060e138e7d3a","commented","[""A""]","easy","1","315"
"0e454679-63b6-4f23-9d10-53fc504fc1b6","commented","[""B""]","easy","1","171"
"81cb09aa-de54-454e-b1b1-ab4490cc5b7b","commented","[""E""]","hard","0","288"
"ed0f4ce8-0596-4793-b745-b8b74e63d8e9","commented","[""F""]","medium","1","301"
"3fb46c75-e8ae-4043-9be9-37dd91b08d7c","commented","[""K""]","medium","1","236"
"82c796db-86b6-4e22-ba9e-e37229a71d3d","commented","[""I""]","hard","1","283"
"ab54b7b5-3c63-4c26-a1db-76ff766ebc36","commented","[""D""]","medium","1","149"
"5deb012a-adfe-4e78-a758-b2323482ff79","commented","[""H""]","hard","0","172"
"c091174a-5cec-4ce5-93c0-9a8308c2e413","commented","[""D""]","medium","0","212"
"c5e905e4-0753-4607-b1e7-7ccea5b600a7","commented","[""J""]","medium","1","169"
"af902ba7-3f34-4700-a73b-5d6ea7bbb90c","commented","[""C""]","medium","1","294"
"03d48462-6a7b-41b8-8460-d1f96a4803d7","commented","[""D""]","easy","1","225"
"5da86aa5-5022-4594-91f0-edc0964382f8","commented","[""G""]","medium","0","227"
"b02ba301-f6a5-413a-ac4a-61a9d32e90d0","commented","[""F""]","medium","1","213"
"d575677e-b0bb-40f1-ade7-3c75872476bc","commented","[""C""]","easy","1","157"
"14314174-3091-46e6-85bf-186ba146db8f","commented","[""G""]","medium","1","248"
"4885c891-9fc7-415f-bdf0-8bde7122bfc6","commented","[""P""]","medium","1","298"
"8e7d5221-c515-4067-9bf0-bea6d538dd7e","commented","[""B""]","hard","0","310"
"7d2af30e-d343-4be0-b59e-f4efc0504448","commented","[""F""]","hard","0","147"
"0985f9c0-44e4-45f7-a47a-62dae31a7f88","commented","[""C""]","easy","1","275"
"4ed4c922-7fe0-491d-a5aa-f993d73c8f3a","commented","[""A""]","hard","0","288"
"3e03fe7b-39a4-42e7-9f80-ab82a2e7b149","commented","[""A""]","easy","0","206"
"8419a121-c833-4b88-8d2c-4904894842a8","commented","[""U""]","easy","0","273"
"4afffc47-2ac6-4d1f-aa2e-0af47eaf7206","commented","[""B""]","easy","1","170"
"9bbdf2dd-0e59-4b6d-b80e-5ce0e43cc871","answered","[""F""]","","1","291"
"24c9c73a-13d9-4f72-b330-35aef0da16fc","commented","[""G""]","medium","1","309"
"b7871eac-5864-4be7-9f64-e7b0c4b1654c","commented","[""D""]","medium","1","167"
"fd5c7a03-5c5e-4b2c-8b67-08250d8d8ae7","commented","[""E""]","medium","0","143"
"a3dae3be-3766-4e2e-9868-1a98bda13db8","commented","[""A""]","easy","1","305"
"d4630ffe-2e96-4ea2-b9b2-916be3ce6739","commented","[""A""]","medium","0","210"
"111fb35b-8313-4d6c-b632-0ba44b778136","commented","[""D""]","medium","0","195"
"24d7afca-4204-4748-80b5-f50c86083eac","commented","[""D""]","medium","1","181"
"a795ef2a-aa61-4522-97ff-1e021bd16355","commented","[""A""]","medium","1","202"
"c41ac11f-fad1-48b2-a309-b4fd6b09f01f","commented","[""I""]","medium","1","293"
"f0d58217-b76b-4a04-bbd3-0a53dcfd2a10","commented","[""A""]","easy","1","181"
"b2bc78e4-b167-4e91-99c8-1f3258905c93","commented","[""A""]","medium","1","255"
"e3ca3c37-d1af-46e6-8a18-8829268c8b98","commented","[""L""]","easy","1","266"
"8af2a4d4-8113-47bf-984a-789c16e9cc4c","commented","[""C""]","easy","1","156"
"77b2b10d-19ef-47d6-aa0c-cb6988740820","commented","[""H""]","hard","0","226"
"3928c7ab-e870-42b8-b36d-b74a34cbea94","commented","[""L""]","hard","0","181"
"79eb986a-4cac-40bc-873b-b095f438600a","commented","[""A""]","easy","1","229"
"aa1a3591-3a46-4f99-a0c1-e1a8bc12d132","commented","[""B""]","easy","1","156"
"bb01b9e1-c780-47ee-bd26-e7d42aaddff6","commented","[""J""]","easy","0","218"
"7a4afaed-9325-4693-878e-62bda5488ee6","commented","[""C""]","hard","0","205"
"6d617bb0-1876-46ed-8b3e-8759297ba3c6","commented","[""E""]","medium","0","164"
"0b12ab14-7214-4c8e-804a-43277cfa63a7","commented","[""C""]","hard","0","255"
"4dedfcf8-6bc2-41b9-85ae-f96cf5c0ec37","commented","[""G""]","hard","0","247"
"fb784364-3bc2-42c1-9766-b6ea94d81a06","commented","[""D""]","medium","0","255"
"01f3aeb3-ac65-486a-9d8a-2b109e18252d","commented","[""A""]","medium","0","238"
"b2a413da-edc9-4484-b675-9033244dc35c","commented","[""F""]","easy","1","255"
"6bd9d34c-4981-4427-935e-4b9004fdf572","commented","[""F""]","easy","1","299"
